frame,pID,unitID,x,y
2880,0,158,907,387
2880,1,175,2112,3824
2880,0,88,1056,272
2880,1,94,2112,3648
2880,0,174,1056,272
2880,0,164,910,141
2880,1,159,2292,3787
2880,0,170,875,235
2880,1,166,2260,3787
2880,0,154,907,404
2880,1,171,1984,3888
2880,1,157,2260,3941
2880,1,116,2292,3883
2880,0,172,907,340
2880,0,156,984,276
2880,1,173,2186,3877
2880,0,167,955,274
2880,1,161,1990,3907
2880,1,165,2096,3904
3000,0,8,1056,96
3000,0,162,1536,224
3000,1,169,2253,3733
3000,0,168,1568,304
3000,1,163,2158,3691
3000,0,160,932,162
3000,0,37,983,228
3000,0,40,907,192
3000,1,44,2180,3723
3000,1,50,2189,3887
3000,0,55,1964,3835
3000,1,56,2182,3877
3000,1,61,2112,3824
3000,1,155,2292,3828
3000,0,83,885,276
3000,0,158,988,323
3000,1,175,2112,3824
3000,0,88,1056,272
3000,1,94,2112,3648
3000,0,176,1056,272
3000,0,174,1297,278
3000,0,164,875,268
3000,1,159,2292,3787
3000,0,170,875,235
3000,1,166,2260,3787
3000,0,154,907,404
3000,1,171,1984,3888
3000,1,157,2229,3923
3000,1,116,2182,3877
3000,0,172,907,340
3000,0,156,875,235
3000,1,173,2118,3691
3000,0,167,881,276
3000,1,161,1935,3831
3000,1,165,2096,3904
3120,1,177,2112,3824
3120,0,8,1056,96
3120,0,162,1536,224
3120,1,169,2260,3723
3120,0,168,1568,304
3120,1,163,2144,3691
3120,0,160,1088,163
3120,0,37,907,181
3120,0,40,936,201
3120,1,44,2168,3768
3120,1,50,2260,3892
3120,0,55,1941,3791
3120,1,56,2260,3956
3120,1,61,2112,3824
3120,1,155,2188,3831
3120,0,83,875,276
3120,0,158,1044,132
3120,1,175,1918,3798
3120,0,88,1056,272
3120,1,94,2112,3648
3120,0,176,1056,272
3120,0,174,1116,132
3120,0,164,926,276
3120,1,159,2239,3787
3120,0,170,914,235
3120,1,166,2226,3788
3120,0,154,944,356
3120,1,171,1984,3888
3120,1,157,2236,3916
3120,1,116,2292,3883
3120,0,172,911,334
3120,0,156,875,235
3120,1,173,2121,3691
3120,0,167,907,276
3120,1,161,1915,3849
3120,0,178,1328,192
3120,1,165,2096,3904
3240,1,177,2112,3824
3240,0,8,1056,96
3240,0,162,1536,224
3240,1,169,2182,3787
3240,0,168,1568,304
3240,1,163,2168,3691
3240,0,160,1112,191
3240,0,37,875,235
