ProtossPylon,ProtossSecondPylon,ProtossFirstGas,ProtossSecondGas,ProtossFirstExpansion,ProtossSecondExpansion,ProtossThirdExpansion,ProtossFourthExpansion,ProtossGateway,ProtossSecondGatway,ProtossThirdGatway,ProtossFourthGatway,ProtossCore,ProtossZealot,ProtossGoon,ProtossRange,ProtossForge,ProtossCannon,ProtossGroundWeapons1,ProtossGroundArmor1,ProtossShields1,ProtossGroundWeapons2,ProtossGroundArmor2,ProtossShields2,ProtossCitadel,ProtossLegs,ProtossArchives,ProtossTemplar,ProtossArchon,ProtossStorm,ProtossDarkTemplar,ProtossDarkArchon,ProtossMaelstorm,ProtossRoboBay,ProtossShuttle,ProtossShuttleSpeed,ProtossRoboSupport,ProtossReavor,ProtossReavorDamage,ProtossReavorCapacity,ProtossObservory,ProtossObs,ProtossStargate,ProtossCorsair,ProtossDisruptionWeb,ProtossFleetBeason,ProtossCarrier,ProtossCarrierCapacity,ProtossTribunal,ProtossArbitor,ProtossStatis,ProtossRecall,ProtossAirWeapons1,ProtossAirArmor1,ProtossAirWeapons2,ProtossAirArmor2,midBuild
1262,3912,2188,12864,6262,9548,16888,24444,1810,3786,10690,11086,2870,11742,4514,4294,11306,12450,12404,19352,21490,0,0,0,11452,14188,24298,0,0,0,0,0,0,9704,11674,0,0,0,0,0,11994,14720,13414,0,0,15312,16932,17384,0,0,0,0,16166,19896,20838,26046,FastExpand
1144,2982,4148,10914,5486,9252,0,0,1740,2356,10384,11074,4598,2724,6740,9384,10578,0,0,0,0,0,0,0,6014,0,7300,0,0,0,8404,0,0,11498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1124,3650,2404,7876,6334,14460,19546,0,1976,9500,16730,17108,3232,3010,4488,4496,20344,0,0,0,0,0,0,0,21300,23770,22760,0,0,0,0,0,0,13528,0,0,0,0,0,0,14848,15556,8498,0,0,10166,11298,11540,0,0,0,0,10408,0,17866,0,FastExpand
1380,3226,3542,0,0,0,0,0,2004,2616,0,0,4292,3022,5470,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1205,3600,2480,0,8065,17805,0,0,1980,7025,10620,12995,3105,7030,4485,5195,20530,21765,0,0,0,0,0,0,11710,12965,12950,0,0,0,14690,0,0,4230,5520,0,6155,6730,0,0,7160,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1140,3312,2324,0,6680,0,0,0,1782,7800,14976,15266,3018,3488,4062,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,11378,0,11448,12246,0,0,8152,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1150,3444,1708,11026,9104,12512,20540,23900,2302,9364,13608,13706,3316,15764,4308,4460,11446,12314,16148,17202,0,24620,0,0,5706,15530,6696,16666,29826,16854,7754,0,0,5716,7060,0,7134,7780,0,0,9588,11150,10034,0,0,0,0,0,11490,12846,12886,14538,0,0,0,0,FastDT
866,3268,3936,14146,12804,22130,22200,31248,1498,4912,16020,16710,4522,2478,5666,6014,18106,19322,27632,0,0,0,0,0,25054,0,26170,32682,33850,0,27596,0,0,8134,9636,0,10182,10714,0,0,12082,12614,15868,0,0,17034,18232,18238,0,0,0,0,0,0,0,0,ReaverDrop
1282,3196,3534,9572,7382,10578,0,0,2048,2650,5038,8332,4298,3036,6568,11004,0,0,0,0,0,0,0,0,5350,0,6406,0,0,0,7756,0,0,8774,10766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1196,3130,3960,13408,7240,8056,0,0,1938,2574,0,0,3900,2994,4982,5960,14464,0,0,0,0,0,0,0,9262,0,14696,0,0,0,0,0,0,8282,0,0,0,0,0,0,10756,11418,14942,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1184,3502,3796,15274,2728,13248,15646,17320,3134,4904,0,0,4456,4122,5872,5588,20524,21298,0,0,34454,0,0,39166,33510,0,34724,0,0,0,0,0,0,9196,10582,11332,10684,11384,0,0,20428,21694,13494,22196,28582,15202,16248,16886,35974,39708,37976,0,13548,33562,22232,38584,FastExpand
1180,3262,2326,0,8984,10224,0,0,1864,5364,0,0,2872,6552,3952,4072,0,0,0,0,0,0,0,0,5096,0,6232,0,0,0,7300,0,0,5800,7140,0,0,0,0,0,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1170,3524,2338,11076,6282,12110,17520,24214,1864,7402,8740,11024,2864,3164,4206,3892,12512,13490,13536,13546,0,0,0,0,11144,16904,12414,14086,0,14404,28182,0,0,7716,16352,0,0,0,0,0,9042,9644,16148,0,0,17588,19848,23418,0,0,0,0,27734,0,0,0,FastExpand
1184,2934,2382,12758,9186,16258,22138,25188,1888,4792,10900,11078,4148,2880,5756,9374,15250,15942,19850,26504,0,23892,37198,0,5266,12998,6424,17496,35568,17100,7434,0,0,6166,7712,0,0,0,0,0,8926,10328,19690,0,0,0,0,0,21348,22460,22470,26122,0,0,0,0,FastDT
1258,3682,2330,0,0,0,0,0,1946,4542,0,0,3092,0,4226,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1202,2962,3552,0,8558,0,0,0,2010,0,0,0,4234,3074,5388,5442,0,0,0,0,0,0,0,0,7330,0,8334,0,0,0,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1190,3490,2486,16186,8058,15220,21652,0,1990,9176,12736,12838,3032,3738,4388,8168,18300,19532,19452,20788,0,0,0,0,8926,13264,9920,22282,0,22308,10970,0,0,4268,5570,0,5792,6632,0,0,16140,18072,18568,0,0,0,0,0,20764,22528,0,0,0,0,0,0,ReaverDrop
1154,2904,4728,19778,9296,25958,29134,38590,1736,2236,15206,29944,5868,2734,7006,9208,4754,6818,25754,41678,50236,26746,0,55564,17152,18750,21692,24362,0,23600,30992,0,0,8996,10520,12166,11148,12134,0,0,10456,11034,44934,0,0,47056,48830,48874,0,0,0,0,45122,51330,50148,55534,FastObs
1178,3310,2230,10286,7992,14660,16038,16394,1872,5214,5584,10972,2992,6594,4000,4096,15492,16506,0,0,18716,0,0,0,10108,11102,12360,19036,0,0,14910,0,0,9012,12332,0,0,0,0,0,10522,11110,13666,0,0,24686,27292,32772,14964,16224,21376,19078,0,0,0,0,FastExpand
1146,3372,2204,11060,8420,14938,23064,23414,1832,6388,12366,12512,2868,10996,3934,4244,16414,17424,17594,26082,0,22238,30562,0,16596,17648,19032,21958,0,20850,0,0,0,5238,8796,10566,9132,9998,0,0,6608,7356,18696,0,0,19936,21252,21276,0,0,0,0,22212,29814,29810,0,FastObs
1148,3082,2256,5266,4140,0,0,0,1852,7908,10034,10916,7212,2854,8222,8256,5764,6818,0,0,13222,0,0,0,16208,17454,0,0,0,0,0,0,0,10728,0,0,0,0,0,0,0,0,8838,0,0,10756,12318,12780,0,0,0,0,12794,0,16806,0,FastExpand
1134,3892,2202,2746,9902,0,0,0,1794,5638,8118,0,3696,2866,4798,4832,0,0,0,0,0,0,0,0,6774,0,8056,0,0,0,9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1182,2468,3050,12576,8842,15140,0,0,1764,6926,9874,17150,3742,2780,5340,6510,14738,16586,24432,0,19772,0,0,0,15360,16758,22808,24126,0,24190,24816,0,0,4792,6116,0,0,0,0,0,7612,8218,12640,0,0,14432,16148,15482,0,0,0,0,13690,14800,18798,18824,FastObs
1164,3848,2318,0,14832,0,0,0,1768,3490,7984,11822,3000,11666,4098,4408,0,0,0,0,0,0,0,0,6258,11538,7708,0,0,0,9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1168,3478,2230,11074,7094,11528,21700,0,1880,7684,11694,11926,2918,10470,3906,4226,14122,15246,15220,0,0,20380,0,0,14000,15532,15616,0,0,0,0,0,0,5482,8606,10040,9378,10336,0,0,6796,7354,16574,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1146,3444,2218,11492,7010,11008,22702,27306,1810,7624,11700,11890,2864,10350,3980,4276,12564,14020,13312,17828,32192,22096,32186,0,15716,18188,18784,24086,0,23578,0,0,0,5468,9010,9782,9198,10100,0,0,6784,7316,14296,0,0,16098,17630,17640,0,0,0,0,27580,0,0,0,FastObs
1224,2378,3720,4828,4292,16586,0,0,1822,5388,5998,9522,5498,2826,6508,7034,0,0,0,0,0,0,0,0,10632,12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,0,0,10672,11790,12258,0,0,0,0,9580,0,0,0,FastExpand
1132,2396,3200,0,0,0,0,0,1760,4604,0,0,3852,2742,5042,5012,0,0,0,0,0,0,0,0,6630,0,8308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1146,3710,2350,11716,10258,16888,17630,18378,1806,3334,14510,22386,2912,8590,4288,4122,18882,19900,24414,0,29894,0,0,34212,15940,22096,22420,24280,36868,24154,0,0,0,6274,8144,11922,10804,11904,0,0,7784,8356,23880,34544,35738,25288,27094,26286,0,0,0,0,23890,26200,28576,30820,FastObs
1148,3404,2236,10772,7348,11214,0,0,1832,5978,11836,12282,2910,10492,3952,4250,13418,16642,15208,0,0,0,0,0,13158,15008,0,0,0,0,0,0,0,5344,8442,10018,9170,10244,0,0,6772,7452,16496,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1224,3280,1748,2228,6610,8562,18558,20320,1902,7440,9298,13092,2940,12430,3966,4216,12136,12976,0,0,13508,0,0,0,10276,11260,13618,0,0,0,19624,0,0,5620,19664,0,0,0,0,0,7000,7628,14684,0,0,0,0,0,16064,18182,0,0,0,0,0,0,FastObs
1158,4156,2212,11426,8652,9032,12904,0,1862,3322,7772,15088,2880,15438,3952,3870,0,0,0,0,0,0,0,0,5978,13226,7042,0,0,0,8292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1180,4268,2192,11796,9882,10622,22058,0,1842,3438,0,0,2860,0,3890,3876,15236,17416,19522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204,8506,12888,12212,12876,0,0,8554,9290,11572,0,0,15454,16908,16932,0,0,0,0,20244,0,0,0,FastObs
1254,3286,5846,0,0,0,0,0,1832,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1150,2842,2204,11972,7552,14926,0,0,1816,5484,8828,0,3878,2804,5018,5028,14872,15952,0,0,0,0,0,0,12136,13228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11346,0,0,12538,13574,14832,0,0,0,0,0,0,0,0,FastExpand
1224,2856,2306,12246,9372,12136,13494,18260,1924,6946,9818,14066,3740,3010,5564,8748,17582,18848,18976,0,0,23870,0,0,6748,19246,7736,22582,0,24630,8968,0,0,5020,6490,0,0,0,0,0,8842,9474,11700,0,0,0,0,0,13178,14438,16816,14632,0,0,0,0,FastObs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1122,3282,2210,10108,6514,0,0,0,1842,7162,7542,13878,2846,11528,3828,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5496,11618,0,0,0,0,0,7090,7706,10298,0,0,11492,12490,14166,0,0,0,0,14162,0,0,0,FastObs
1138,3282,2200,8066,5844,10942,17426,29062,1844,11896,12388,14164,2872,7964,3852,4058,9636,15972,10588,10592,24464,14782,14788,0,10494,12454,12506,13728,33962,13798,0,0,0,6822,8110,0,8358,8930,0,0,10018,10608,13990,0,0,0,0,0,15138,16622,16656,22630,18168,0,18522,0,FastExpand
1174,3262,2194,11682,8414,8714,11110,17892,1858,6528,10342,10838,2884,9272,3880,4062,17618,21190,19562,0,0,24602,0,0,10372,11528,15008,17992,21670,18006,0,0,0,5276,8542,0,8858,9452,0,0,6618,7238,17548,0,0,0,0,0,19544,20652,20682,0,0,0,0,0,FastObs
1162,3254,2190,0,7376,0,0,0,1832,5144,0,0,2828,0,3810,0,0,0,0,0,0,0,0,0,4206,0,5198,0,0,0,6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1180,2964,2334,10620,7882,13536,19284,22384,1854,6136,11130,14526,3864,2854,4850,5776,14448,15212,15190,21898,0,20508,26512,0,11318,12518,12464,13736,24550,14062,0,0,36316,5008,9136,9788,9242,0,0,0,6304,6892,16264,0,0,44058,0,0,19142,20342,20378,23424,43878,0,0,0,FastObs
1266,5772,3344,15640,2734,9244,10308,22712,3102,4258,11140,19114,4110,4786,5260,7228,0,0,0,0,0,0,0,0,19080,0,0,0,0,0,0,0,0,6244,7554,0,8470,9518,0,0,11336,11982,15534,0,0,16834,17990,19290,0,0,0,0,16322,0,21286,0,FastExpand
1134,2628,2208,19078,6998,10354,19304,21096,1844,4258,9254,11976,3862,2884,5096,4896,11330,17834,19904,0,0,35978,0,0,12048,13160,26384,28856,34082,32216,28742,0,0,7994,11770,0,10708,12780,0,0,9334,10084,38556,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1248,3226,2368,10914,9500,16226,20834,21448,1862,22726,24444,24540,2896,4766,3882,4372,11648,12412,0,0,0,0,0,0,37818,0,38856,41000,0,40084,40056,0,0,6728,8084,0,0,0,0,0,8604,9270,6390,14488,0,7538,8540,11428,40136,0,0,0,12620,0,19098,0,Carrier
1260,3738,2330,0,7454,8456,0,0,1894,4058,9306,11466,3130,12022,4260,4576,0,0,0,0,0,0,0,0,11424,0,0,0,0,0,0,0,0,8614,0,0,0,0,0,0,9950,10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1180,3142,2422,8830,6562,15704,0,0,1954,13228,16742,0,3954,2962,5444,5164,17054,18468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13874,0,0,0,0,0,0,15234,16016,7570,0,0,9024,10026,11418,0,0,0,0,10540,0,18904,0,FastExpand
1200,3176,2238,10788,6944,7998,0,0,1942,5168,9240,9942,2946,10920,3932,3962,11216,0,0,0,0,0,0,0,10210,11626,13530,0,0,0,0,0,0,11830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1420,4464,3950,8920,2730,10954,0,0,3246,3582,6568,7548,5146,4682,6168,6904,10662,11526,0,0,0,0,0,0,11304,12756,0,0,0,0,0,0,0,8458,0,0,0,0,0,0,10560,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1162,2364,5368,8040,5116,13412,16962,22664,1838,3178,11240,11336,5982,2836,7016,8888,15786,18730,18846,0,0,0,0,0,14632,15632,18492,0,0,0,22458,0,0,7688,9020,0,9076,9966,0,0,9640,11148,9718,0,0,11082,12126,13242,0,0,0,0,15914,0,20686,0,FastExpand
1192,3302,2350,0,5874,0,0,0,1856,6428,7236,0,2880,0,3892,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1146,3382,2400,12926,5544,9950,11044,17120,1822,6604,11994,13018,3002,13038,4020,4350,17490,0,0,0,0,0,0,0,12250,13738,25178,0,0,0,0,0,0,6038,25124,0,0,0,0,0,7560,8904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1166,3528,2384,11796,9822,17458,21104,27446,1854,4078,12228,14718,3256,2858,4440,4956,14224,15386,16596,27700,0,22554,30278,0,6612,14378,7606,17656,0,20508,8796,0,0,11056,14978,0,0,0,0,0,12586,13130,16760,0,0,0,0,0,18032,19104,19690,19672,0,0,0,0,FastDT
1170,3430,2194,9834,6094,10440,13370,17886,1848,6848,7156,10788,2950,10608,4154,5328,14338,16066,16084,0,0,25282,0,0,9106,10374,22816,26282,31662,26238,29456,0,0,4054,26270,0,0,0,0,0,5690,6340,27782,0,0,0,0,0,34006,0,0,0,0,0,0,0,FastObs
1290,3054,3948,17922,10928,16814,19824,0,1854,6162,7408,13708,5294,2862,7352,7368,2610,6468,0,0,0,0,0,0,14210,15334,22004,24002,25964,23246,24064,0,0,11948,0,0,0,0,0,0,13290,14490,26110,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1176,3478,2462,11040,6702,9750,16416,19148,1948,7148,10102,10880,3008,11200,4062,4474,13512,15134,15108,19804,0,19254,24032,0,10996,12638,14210,16712,0,15380,15336,0,0,6912,8252,0,8688,9296,0,0,9952,12806,15608,0,0,0,0,0,18556,20354,20374,0,0,0,0,0,FastExpand
1164,3416,2232,14326,6110,10292,12852,15618,1854,7494,11058,13562,2880,3168,3960,4096,13950,16258,14684,16982,0,18774,22732,0,11670,13854,14824,16452,20750,16436,0,0,0,6910,8268,0,8606,9638,0,0,9256,10106,19828,0,0,21768,24410,0,21808,24436,0,28970,19310,23450,23434,29134,FastExpand
1174,3848,2530,15566,6774,7618,17978,22036,1968,5672,8936,9210,3292,11422,4466,4362,16308,17136,19292,34206,34214,27836,40140,40154,13708,17556,18540,31990,39624,29304,23238,0,0,5620,10368,0,0,0,0,0,7010,7712,18668,0,0,0,0,0,19942,21528,21590,21560,0,0,0,0,FastObs
1204,3326,2476,12626,9116,10096,17424,22114,1972,4204,10696,0,3992,2978,5060,9288,14560,16482,0,0,0,0,0,0,16280,17662,0,0,0,0,0,0,0,5244,6606,0,6920,7476,0,0,7672,10398,11342,0,0,13186,14508,16302,0,0,0,0,16312,0,0,0,ReaverDrop
1224,4592,2292,0,7382,0,0,0,1892,3630,0,0,2930,0,3926,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1330,0,0,0,0,0,0,0,1982,2496,0,0,0,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1138,4224,2250,13078,6904,12868,18808,0,1866,3468,11118,11360,2866,10540,3958,3978,11868,17444,13094,17330,0,17422,0,0,11776,13864,13926,15916,18120,16144,0,0,0,8276,9562,0,9960,10570,0,0,0,0,17382,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1142,3532,2370,10528,6642,15938,17704,22834,1804,3348,7756,10648,2858,10674,3986,3840,17226,18196,18160,27874,0,27408,0,0,7194,11834,8208,13010,0,13674,9252,0,0,7280,8638,0,0,0,0,0,9648,10366,14370,0,0,0,0,0,16326,17432,18478,29320,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1174,3762,0,0,2922,0,0,0,3250,0,0,0,0,0,0,0,3582,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1136,3600,2322,0,0,0,0,0,1788,3352,0,0,2838,0,3818,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1220,3772,2510,12840,7632,11622,17580,21154,1940,3530,12272,12534,2988,12706,4066,4416,15450,16240,16962,18474,0,20980,24466,0,9168,12290,10170,12694,31544,13532,11210,0,0,8486,10842,0,0,0,0,0,9800,10414,18546,0,0,0,0,0,20672,22390,22394,0,0,0,0,0,FastExpand
1188,4380,2320,21338,18334,27210,32630,34604,1856,3686,12886,19628,3014,6706,4256,4004,28362,30214,40874,40826,0,44948,0,0,18700,23530,19726,41700,0,40790,20788,0,0,7480,8762,0,8918,9908,0,0,21408,24814,21562,0,0,0,0,0,23108,24396,28230,25562,0,0,0,0,ReaverDrop
1268,3802,3482,8152,2908,0,0,0,3170,4906,0,0,4310,0,5350,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10008,0,0,12910,13892,14332,0,0,0,0,0,0,0,0,FastExpand
1346,2626,3046,10338,8576,16974,30618,35880,1896,5036,13598,13824,3580,2882,4610,4844,14810,15600,22498,0,0,0,0,0,14274,15324,0,0,0,0,0,0,0,22848,0,0,0,0,0,0,25008,26782,9542,0,0,10742,11756,12154,0,0,0,0,12744,0,27632,0,FastExpand
1142,0,0,0,0,0,0,0,1896,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1248,3752,2544,18616,11624,0,0,0,2004,5958,13148,13772,3122,7506,4140,9124,0,0,0,0,0,0,0,0,12982,20352,14056,19062,0,18252,15286,0,0,4688,6182,0,6438,7024,0,0,9104,14814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1180,3638,2342,9744,7204,0,0,0,1840,3318,10004,10226,2832,8752,4242,3892,0,0,0,0,0,0,0,0,8698,10096,10650,11796,14284,11750,16424,0,0,7600,9122,0,0,0,0,0,8908,9482,12562,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1190,2982,3798,8514,6280,9548,0,0,1866,2470,10370,10644,4560,2846,5580,6474,11876,12858,0,0,0,0,0,0,8408,10842,0,0,0,0,0,0,0,7724,12902,0,0,0,0,0,9246,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1156,3728,3386,0,2764,8800,0,0,3120,5080,10776,0,4224,4340,5314,7474,0,0,0,0,0,0,0,0,11434,0,0,0,0,0,0,0,0,9426,0,0,0,0,0,0,10964,11586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1202,2992,1850,6784,5212,11412,16660,23844,2224,9092,12162,12462,6838,3240,7894,10704,5720,6532,14694,21478,29300,19480,27412,0,12520,13770,15366,16916,0,16542,19772,0,0,8456,9822,0,10112,10874,0,0,11814,12364,18300,0,0,0,0,0,19874,21392,23764,0,0,0,0,0,FastExpand
1194,3334,2116,2782,4338,11800,14908,0,2328,7658,9002,9132,5094,3316,6288,6328,12504,0,13506,0,0,0,0,0,6522,12790,7568,11416,15634,11170,8558,0,0,9362,10748,0,0,0,0,0,13492,0,14504,0,0,0,0,0,15894,0,0,0,0,0,0,0,FastExpand
1218,2958,3362,0,0,0,0,0,1860,2364,0,0,4212,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1198,3422,2512,0,8536,0,0,0,1942,3888,9370,11814,3076,5648,4102,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,0,0,0,0,0,0,11740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1202,2816,3092,9202,6588,13420,17082,0,2396,9420,10380,13756,3458,3682,4574,5162,15524,0,16424,0,0,0,0,0,7768,14210,9126,11736,0,11410,10208,0,0,8040,9386,0,0,0,0,0,10716,11588,16114,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1178,3004,2250,0,6706,0,0,0,1884,4076,7826,0,3610,2948,4732,4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1200,3312,2396,11914,7500,12586,0,0,1902,5352,9076,9218,2894,6072,3876,4024,0,0,0,0,0,0,0,0,4914,12274,6062,16564,17480,0,7064,0,0,10364,18382,0,0,0,0,0,11662,12222,17664,0,0,0,0,0,18844,19882,20110,0,0,0,0,0,FastDT
1174,3380,2362,0,7678,0,0,0,1870,5590,8518,0,2906,5360,3906,4372,0,0,0,0,0,0,0,0,5342,0,6352,0,0,0,7360,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1206,3508,2502,17022,5986,13558,13788,20152,1996,6588,8528,9278,3098,9754,4138,4262,15912,17960,16942,16948,0,21318,21332,0,10368,11360,16502,23360,24664,0,0,0,0,7844,11160,0,11534,12124,0,0,9132,9664,16474,0,0,0,0,0,18352,19496,19538,0,0,0,0,0,FastExpand
1186,3212,2272,0,0,0,0,0,1868,3892,0,0,2870,3464,4964,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6128,7564,9142,8192,9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1248,3472,2422,9886,7150,13426,17690,0,1900,5298,8290,8482,3144,11432,4188,4320,13592,15282,14368,17278,0,18536,0,0,11164,12180,12206,13944,0,13960,15480,0,0,6236,0,0,0,0,0,0,7644,8974,19326,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1216,3962,2640,13664,8784,0,0,0,1984,15452,0,0,3108,0,4140,7196,14448,18378,0,0,0,0,0,0,13576,0,0,0,0,0,0,0,0,4744,6040,9032,6354,6908,0,0,0,0,11304,0,0,12964,14046,14714,0,0,0,0,12106,0,0,0,ReaverDrop
1294,3082,3992,0,0,0,0,0,1902,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1138,2496,3260,13176,10330,20520,0,0,1942,15706,15894,0,3972,3040,5340,9146,0,0,0,0,0,0,0,0,15612,17468,17448,0,0,0,18510,0,0,5116,6434,7840,6728,7258,0,0,0,0,12766,0,0,14028,15068,15098,0,0,0,0,12836,0,0,0,ReaverDrop
1336,3576,2308,0,7918,14966,15200,0,1942,3398,8280,12120,2934,4462,3944,4150,17020,18736,19022,19028,0,0,0,0,15024,16238,0,0,0,0,0,0,0,9804,12482,0,0,0,0,0,11128,11962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1144,3316,2202,9212,6606,10962,15984,0,1832,4372,7502,11564,2826,6256,3994,4034,9962,11892,13446,14738,15906,17544,18878,0,7020,13662,8108,10076,21056,11440,9108,0,0,7232,8712,0,0,0,0,0,8902,9590,17640,0,0,0,0,0,0,0,0,0,19488,0,0,0,FastExpand
