ProtossPylon,ProtossSecondPylon,ProtossFirstGas,ProtossSecondGas,ProtossFirstExpansion,ProtossSecondExpansion,ProtossThirdExpansion,ProtossFourthExpansion,ProtossGateway,ProtossSecondGatway,ProtossThirdGatway,ProtossFourthGatway,ProtossCore,ProtossZealot,ProtossGoon,ProtossRange,ProtossForge,ProtossCannon,ProtossGroundWeapons1,ProtossGroundArmor1,ProtossShields1,ProtossGroundWeapons2,ProtossGroundArmor2,ProtossShields2,ProtossCitadel,ProtossLegs,ProtossArchives,ProtossTemplar,ProtossArchon,ProtossStorm,ProtossDarkTemplar,ProtossDarkArchon,ProtossMaelstorm,ProtossRoboBay,ProtossShuttle,ProtossShuttleSpeed,ProtossRoboSupport,ProtossReavor,ProtossReavorDamage,ProtossReavorCapacity,ProtossObservory,ProtossObs,ProtossStargate,ProtossCorsair,ProtossDisruptionWeb,ProtossFleetBeason,ProtossCarrier,ProtossCarrierCapacity,ProtossTribunal,ProtossArbitor,ProtossStatis,ProtossRecall,ProtossAirWeapons1,ProtossAirArmor1,ProtossAirWeapons2,ProtossAirArmor2,midBuild
1225,4425,2305,12315,8260,12000,0,0,1980,3720,9440,11190,3115,15370,4160,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17045,0,0,0,0,0,0,18505,19490,12940,0,0,14410,15545,16665,0,0,0,0,12085,0,16130,0,FastExpand
1245,4365,2410,9310,6790,22615,39745,45005,2115,3560,7750,13470,3225,14795,4245,4235,9790,13955,23585,43660,0,29950,0,0,7315,30960,8375,17990,42365,29150,9365,0,0,20015,0,0,0,0,0,0,21525,22195,10675,25150,29515,11995,13035,13710,0,0,0,0,11485,0,44080,0,FastExpand
1190,3665,1810,11535,10200,10735,0,0,2265,5090,14390,15350,3280,13715,4380,5990,0,0,0,0,0,0,0,0,15275,16575,0,0,0,0,0,0,0,4280,12615,0,0,0,0,0,5700,6410,11445,0,0,13145,14220,17200,0,0,0,0,12185,0,17235,0,FastObs
1215,3070,2510,10005,7775,11135,19320,27910,2170,4150,9075,13980,3590,0,5270,4595,20845,21585,26385,0,0,0,0,0,7385,0,8455,0,0,0,9465,0,0,18435,0,0,0,0,0,0,19770,20455,12100,19185,23290,13710,14925,15815,0,0,0,0,13735,0,23330,0,FastDT
1290,6210,3045,11650,2785,10860,11155,28970,3335,4705,11345,11555,4330,13060,5545,8360,7165,8045,9505,13680,0,0,0,0,13605,15325,0,0,0,0,0,0,0,6870,14230,0,0,0,0,0,8215,9140,14115,20235,23095,15295,16360,17170,0,0,0,0,17195,0,21250,0,FastExpand
1295,5555,3525,0,2935,0,0,0,3735,4950,9595,9985,5135,4960,6265,6295,6060,7320,8215,0,0,18480,0,0,8480,10285,15815,0,0,0,0,0,0,6675,8030,9920,8295,0,0,0,8080,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1260,5345,3200,0,2825,0,0,0,3580,4960,8340,11220,4720,4915,6095,6570,0,0,0,0,0,0,0,0,8550,9585,15695,17025,0,0,0,0,0,7050,8460,9055,8450,0,0,0,11430,12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1260,3880,2535,10160,7265,9285,13030,15875,2070,8145,11500,13935,3450,15690,4460,4750,13150,14000,16305,0,0,0,0,0,10725,18735,12400,13720,14625,16285,13655,0,0,5820,10415,0,21440,0,0,0,7180,7820,17085,0,0,18465,19790,20715,0,0,0,0,17095,20740,25695,32245,FastObs
1285,3695,2420,11885,8550,16965,0,0,2010,9395,14845,19715,3305,7705,4500,4315,14905,18960,15660,0,0,23570,0,0,8890,24615,12965,14240,18335,14025,15235,0,0,5810,7170,0,0,0,0,0,7140,7845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1255,3565,2475,10945,8455,13625,0,0,2115,9775,11570,0,3170,8680,4395,4185,0,0,0,0,0,0,0,0,9110,0,10315,14740,16105,11795,11500,0,0,5825,7905,0,0,0,0,0,7260,7945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1175,3360,2285,14995,9265,18030,0,0,1990,5065,23925,0,3010,15480,4010,4170,6690,8055,12990,0,0,0,0,0,4645,16360,5695,14450,0,14370,6715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1465,3955,1885,2560,11005,11920,14250,17770,2115,6475,11830,21125,3370,0,4365,0,13940,18970,31125,32000,18935,0,0,0,4725,0,5825,0,0,0,6945,0,0,11480,13500,0,0,0,0,0,18715,19445,15670,31580,31560,18050,19360,19385,0,0,0,0,16870,30725,22675,0,FastDT
1175,3380,2400,9135,6690,12010,18725,27295,1905,5450,10560,11900,3035,15780,4110,25740,9100,10220,19465,30340,30355,30310,0,0,7135,25240,8150,10855,13005,10950,9260,0,0,4510,8285,0,0,0,0,0,5870,6495,14865,24685,0,16580,18225,18260,0,0,0,0,31590,31645,0,0,FastObs
1270,3610,2550,11240,6920,13505,15290,16875,1975,12680,14400,0,3240,0,4345,4530,8655,9495,22385,22390,22395,26520,26525,26530,5360,0,6455,0,0,0,7505,0,0,8065,9630,10845,9750,10860,18470,0,9615,13635,19535,0,0,20815,23765,22180,0,0,0,0,26465,26495,31420,31450,FastDT
1280,3690,2715,0,10990,14325,18140,24140,2065,4420,11760,16150,3425,10400,4695,12180,13815,15070,16425,20470,0,0,0,0,14010,15240,0,0,0,0,0,0,0,7080,8460,0,10035,11170,0,0,8720,9560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1210,3125,2220,16385,9585,19525,20725,25455,1930,6870,10940,19655,3885,3020,5080,15065,11280,12010,0,0,0,0,0,0,4955,12475,6300,10255,13145,10820,7360,0,0,5700,7020,0,0,0,0,0,14335,14875,16465,26515,34665,17765,19025,20160,0,0,0,0,0,0,0,0,FastDT
1225,3345,2495,28060,15340,16085,23295,23500,1965,6140,8895,17325,4465,2965,6180,11980,19370,21135,21970,41120,50735,36555,50745,0,7180,21650,8575,27355,0,29395,9600,0,0,14040,15405,27260,25870,0,0,0,15670,16270,40465,0,0,42920,48180,50835,0,0,0,0,37105,47025,45680,0,FastDT
1235,4130,2700,0,0,0,0,0,1985,8225,0,0,3155,0,4215,9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,6000,0,6365,6925,0,0,8575,9185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1205,3610,2495,19350,14945,24490,25640,31195,1940,9435,10770,13145,3155,12875,4175,7240,17680,18950,19205,23300,0,28400,0,0,13570,15715,23360,34985,36685,0,25510,0,0,4605,5940,11330,6090,6775,0,0,6070,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1225,3520,2430,14355,7935,13595,17665,20250,1895,8860,9090,9450,3185,11575,4185,6210,11255,12220,13950,19110,23815,14500,23805,29015,13890,14930,14910,18145,41265,19130,47685,0,0,4685,9650,0,0,0,0,0,6270,6855,21420,0,0,23270,24885,24910,0,0,0,0,24295,29360,29340,33675,FastObs
1280,3705,2490,13310,9280,12745,17175,18855,2000,6320,16025,16365,3205,14870,4270,5405,10055,14000,13190,0,27330,21445,0,0,9765,13605,12355,17695,19440,24200,14240,0,0,4785,13725,0,0,0,0,0,6185,7075,19650,0,0,25025,0,0,21565,22935,0,22960,0,23850,0,0,FastObs
1295,3800,2580,10510,6290,11650,15235,20305,2065,7235,13770,14430,3280,14340,4350,6610,12195,12905,14360,0,0,18410,0,0,9950,12295,11885,21550,0,21615,13265,0,0,4795,12945,0,0,0,0,0,6200,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1205,3775,2565,30635,8460,13365,24175,26655,1980,7805,9160,9825,3125,11880,4350,4475,14945,18285,0,0,0,0,0,0,7155,11525,8650,13895,0,13840,10085,0,0,5840,9315,0,0,0,0,0,7245,7845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1200,3120,2440,13530,10500,20810,28530,0,1920,3550,11225,14975,4895,2910,6230,6040,8530,9775,15085,0,0,0,0,0,6995,13760,8305,18685,23615,15840,9545,0,0,9090,11380,0,0,0,0,0,10790,11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1175,3825,2480,0,8365,11565,14975,0,1975,5445,9270,10165,3070,10695,4210,4110,0,0,0,0,0,0,0,0,8690,10345,12730,15315,0,14610,13780,0,0,10270,12380,0,0,0,0,0,11660,12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1290,3745,2650,15305,7370,12265,13505,17080,2065,6375,9935,10405,3195,11970,4250,4600,15805,17760,18035,23420,24505,18135,27950,30215,11335,14805,17635,19705,24245,19695,24480,0,0,8085,17300,0,0,0,0,0,9705,10535,39840,0,0,41145,42210,42305,0,0,0,0,39865,0,43885,0,FastExpand
1250,3630,2545,29095,7725,13595,20220,23235,2015,6425,8930,13230,3130,14700,4140,5760,15530,16965,17045,26080,0,31735,0,0,13925,14955,26635,36210,0,36200,28315,0,0,4725,7950,0,0,0,0,0,6190,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1285,3695,2585,18315,8010,11800,15895,16205,2020,6855,9200,9605,3190,12065,4235,6070,17260,18350,18565,22790,0,18645,23905,0,10210,11900,0,0,0,0,0,0,0,4760,8105,0,0,0,0,0,6060,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1280,3645,2545,11860,9415,13435,20500,0,2015,9585,9820,10215,3130,12680,4180,4545,21310,22790,25895,25930,0,0,0,0,10525,12240,0,0,0,0,0,0,0,5825,7150,0,7540,8735,0,0,7120,7710,14710,0,0,16020,17310,17320,0,0,0,0,0,0,0,0,FastObs
1220,3590,2530,13500,9620,18535,0,0,2020,8630,11560,12195,3130,6645,4145,7445,16320,17640,17445,0,0,0,0,0,10365,12545,11600,16590,17515,0,12995,0,0,4740,6145,0,6215,7010,0,0,7865,14240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1315,3450,4770,17515,10370,0,0,0,2045,2685,6740,7905,5825,3045,6980,7005,10125,0,0,0,0,0,0,0,11605,14205,17625,0,0,0,0,0,0,7095,11995,0,0,0,0,0,8415,8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1170,3430,2475,18535,8305,10900,15385,20600,1970,6940,9675,13290,3070,11305,4060,4470,16425,17665,17805,0,0,21960,0,0,11795,13245,14465,0,0,0,15810,0,0,4935,10530,0,0,0,0,0,6240,7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1195,3575,2545,13875,8600,9575,13055,0,1950,10110,10410,11215,3155,14885,4210,4625,0,0,0,0,0,0,0,0,10785,13225,11790,0,0,0,12845,0,0,5975,8715,0,0,0,0,0,7310,7870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1270,3630,2630,22580,9015,13165,13580,13780,2040,7185,9920,13460,3240,12805,4230,6035,13330,14045,14380,19605,0,20950,23685,0,10065,11510,18415,21325,0,19690,21360,0,0,4960,11700,24465,23660,0,0,0,6275,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1165,3460,2410,22500,7480,12350,16045,16155,1895,6615,10050,10155,2995,11730,3990,5390,22060,26115,23370,29225,0,0,0,0,10275,11375,0,0,0,0,0,0,0,4560,12825,0,0,0,0,0,5880,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1290,3990,2470,2870,12855,0,0,0,2035,6695,13985,17730,3675,3065,4670,6150,17770,0,0,0,0,0,0,0,11355,18245,13435,18685,0,18670,14495,0,0,5900,7225,0,8095,8700,0,0,7370,14150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1180,3605,2400,15065,10050,13780,19895,26080,1905,5585,11215,14910,3015,3150,4020,4520,15835,16915,16895,0,0,0,0,0,11845,14885,18715,27040,0,24080,20545,0,0,6660,8970,27110,26035,0,0,0,8040,8740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1265,3670,2450,27180,8540,12495,19385,27580,2010,6355,10965,11090,3165,11560,4155,5695,16350,17295,17705,22810,0,0,0,0,11260,12275,30620,0,0,0,31695,0,0,4715,11590,0,0,0,0,0,6040,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1235,3695,2580,14795,7205,11045,19580,20030,2020,7700,8055,9585,3190,9805,4235,5830,13295,14230,15130,23305,0,0,27840,0,9520,10535,0,0,0,0,0,0,0,4810,11810,0,0,0,0,0,6265,6870,15105,0,0,16305,17430,17465,0,0,0,0,18150,0,23315,0,FastObs
1190,3502,2426,0,22336,0,0,0,1906,5750,9720,10710,3004,11254,4008,4792,0,0,0,0,0,0,0,0,10750,12824,15196,22764,23828,0,16502,0,0,6904,8472,0,9462,10068,0,0,9676,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1304,3106,2502,13492,11726,14864,20596,22658,2022,7744,13016,13096,3836,3006,4816,5166,14912,19114,23748,0,0,0,0,0,11036,15812,12340,0,0,0,13396,0,0,6122,7414,0,8102,9006,0,0,9494,10296,24046,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1168,2978,2522,10954,8760,12676,16556,20718,1894,5280,13782,14448,3606,3040,4840,5496,10310,10996,12822,0,0,17912,0,0,4916,15500,6340,0,0,0,7328,0,0,7918,9688,0,0,0,0,0,10684,11406,23436,0,0,25168,27418,28150,0,0,0,0,24886,0,29692,0,FastDT
1234,3054,2712,0,9204,0,0,0,1990,2226,5626,0,3706,0,4738,5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4934,10132,0,0,0,0,0,6278,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1216,3160,2456,0,13422,0,0,0,1936,6238,10866,11480,3718,2962,4720,4916,0,0,0,0,0,0,0,0,9382,12318,10402,0,0,0,11402,0,0,5790,7100,0,7398,8112,0,0,13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1574,4044,7034,23360,16634,20024,25242,30030,2126,14002,14950,18808,7098,3128,8748,0,3350,4644,0,0,0,0,0,0,8484,22106,10174,0,0,0,11542,0,0,13184,14850,0,0,0,0,0,14884,16698,23004,0,0,24918,26250,26726,0,0,0,0,24334,0,28628,0,FastDT
1250,3070,2555,14845,9710,11035,17145,21490,2000,5925,11300,13005,3915,15015,5320,6925,14460,15430,15395,0,0,0,0,0,11515,12915,24480,27470,0,26530,0,0,0,5150,14925,0,0,0,0,0,6595,7175,17940,0,0,19210,20995,21010,0,0,0,0,21605,0,26480,0,FastObs
1205,3695,2625,11670,9835,12810,22155,27670,2005,8550,16310,18830,3215,4245,4340,8645,14245,15015,0,0,0,0,0,0,10270,20320,12495,16610,23800,16210,14090,0,0,4850,6170,10650,6655,7220,0,0,6840,7985,16740,0,0,17995,20005,19110,0,0,0,0,18580,0,28645,0,ReaverDrop
1260,3670,2640,19420,10935,15740,17430,26000,2070,6605,16845,18440,3190,8930,4260,4525,13055,13930,15090,0,0,0,0,0,12555,14710,16270,17825,0,17350,23955,0,0,5780,8755,0,0,0,0,0,7195,7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1185,3225,2500,3805,13710,22665,35730,36520,1980,5870,9060,19135,4330,2975,5350,5570,19810,20620,0,0,0,0,0,0,16790,19115,21090,23145,40925,24030,23095,0,0,8060,10470,0,0,0,0,0,9380,11200,29920,0,0,31510,32570,32720,0,0,0,0,0,0,0,0,FastObs
1225,3515,2495,10555,8055,12195,19000,21585,1970,6670,12420,12930,3275,9270,4310,4390,15860,16875,16645,16675,0,20735,21680,0,16555,17890,19835,0,0,0,0,0,0,5515,8220,21660,8495,9130,0,0,7150,7760,8840,0,0,10400,11795,12730,0,0,0,0,20520,0,0,0,FastObs
1255,3560,2565,12360,6390,14500,0,0,2240,6560,8950,12970,3305,12905,4310,4515,0,0,0,0,0,0,0,0,10885,14440,12310,0,0,0,13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1300,3990,2165,14525,11565,12460,16870,18240,2245,5535,5665,8565,3335,15660,4415,7380,14340,15320,16665,37000,0,20850,0,0,4550,12950,5565,43240,44535,50945,6575,18830,0,6365,9490,9775,9100,10010,0,0,11710,12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1235,3655,2355,26035,10590,11250,18445,22555,1945,5410,8350,12380,3160,8585,4535,4300,15120,16085,16430,24115,0,0,0,0,10740,12985,0,0,0,0,0,0,0,6910,9105,0,0,0,0,0,8235,9150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1225,3510,2295,22405,9440,16680,24790,31735,2080,10075,18655,19170,3135,5025,4135,8560,16950,19665,18555,0,0,24295,0,0,10840,20310,12795,20610,22275,0,14425,0,0,4385,5740,0,5920,6460,0,0,8925,9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1195,3365,2270,0,7020,11255,0,0,1925,7355,10040,12125,2945,5655,7780,8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045,5375,5910,5355,5955,0,0,8535,9620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1225,3470,2285,11205,7405,12975,16805,21660,1890,8295,8725,10615,2965,9890,3995,4555,16050,19015,18265,19760,40760,23455,28285,0,10670,11725,15960,17970,20205,0,0,0,0,5645,11010,15820,14490,0,0,0,6995,7605,27525,0,0,0,0,0,29225,30440,0,33455,0,0,0,0,FastObs
1255,3310,4040,0,10180,0,0,0,2030,2645,11470,12305,6245,3075,7945,7915,13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910,15410,0,0,0,0,0,10265,10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1180,3760,4030,15565,3110,13120,14465,27425,3535,6735,8525,8620,4710,4545,5725,6195,7705,9365,8570,0,0,0,0,0,7910,9175,15705,20380,23580,20415,17700,0,0,7425,9145,0,0,0,0,0,11085,11990,19690,0,0,0,0,0,22010,23335,0,25940,0,0,0,0,FastExpand
1186,4024,3712,6762,2830,14050,14856,15836,3250,4606,8854,14632,4234,16970,5238,7800,9608,10650,10420,14650,0,20222,0,0,10750,11878,12226,15880,18638,15946,14750,0,0,6098,7432,21186,20276,0,0,0,7466,8070,21124,0,0,0,0,0,22700,0,0,0,0,0,0,0,FastExpand
1230,3390,4200,0,13755,13890,0,0,2000,2655,8975,0,4695,3090,5755,6250,0,0,0,0,0,0,0,0,13155,0,0,0,0,0,0,0,0,10750,0,0,0,0,0,0,12620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1192,3134,4348,18654,13674,17412,22894,0,1920,2580,7160,11468,4812,2918,5834,6408,17506,18410,18362,0,0,23578,0,0,9686,11136,12662,13862,16874,14592,13912,0,0,19026,0,0,0,0,0,0,20356,21434,24528,0,0,0,0,0,0,0,0,0,0,0,0,0,FastLegs
1175,3540,2410,11425,9800,15345,21860,27790,1955,5230,11945,15880,3175,4125,5435,5685,12415,13270,14510,21215,30480,30515,30525,0,9370,11470,11140,16570,18740,16610,12335,0,0,4610,8285,15285,14640,16105,0,0,5935,7385,28405,0,0,30135,31700,31725,0,0,0,0,0,0,0,0,FastObs
1170,2960,2180,10610,9150,15575,21035,0,1815,5575,12730,14455,3595,2875,6350,5775,13130,15990,16050,19125,0,0,0,0,9685,11280,10980,13795,18820,13585,12470,0,0,4775,7095,7995,7430,8355,0,0,6790,9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1185,4005,2585,16000,11080,11735,21935,0,2215,6290,9110,16340,3645,7335,4800,12195,12625,13750,18830,0,0,0,0,0,5595,12695,6825,15910,16740,0,8400,0,0,5325,7955,0,0,0,0,0,6635,7280,18290,0,0,19815,21340,27950,0,0,0,0,0,0,0,0,FastObs
1185,4005,2585,16000,11080,11735,21935,0,2215,6290,9110,16340,3645,7335,4800,12195,12625,13750,18830,0,0,0,0,0,5595,12695,6825,15910,16740,0,8400,0,0,5325,7955,0,0,0,0,0,6635,7280,18290,0,0,19815,21340,27950,0,0,0,0,0,0,0,0,FastObs
1220,3700,2750,13165,11450,15380,23410,27895,2060,6220,12015,14875,3300,13780,4320,11995,8920,9790,17170,18000,21265,0,0,0,5315,13350,6510,16575,29370,14285,7655,0,0,4775,7205,0,0,0,0,0,12240,15775,22360,0,0,23830,25130,24890,0,0,0,0,0,0,0,0,FastObs
1180,3595,1960,11435,7870,23405,24580,37125,2445,8060,13335,13685,3465,14725,4610,13515,16385,17515,0,0,0,0,0,0,6050,13965,8215,11355,18395,11140,9515,0,0,4780,6090,17600,16270,0,0,0,8605,9250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1225,3535,2500,0,9260,12110,0,0,1860,7585,10010,12590,2935,3350,4035,4380,0,0,0,0,0,0,0,0,13255,14275,0,0,0,0,0,0,0,6695,0,0,0,0,0,0,8200,8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1270,3720,2610,14990,9575,13845,22715,31720,2055,6065,6415,15560,3285,11415,4390,4280,14775,15665,15625,23730,0,21115,28735,0,12670,14395,14460,30890,35935,30870,15495,0,0,8970,10855,0,0,0,0,0,10835,11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1238,3704,2540,13442,9318,9788,18894,19016,2190,6162,13720,13952,3414,7322,4398,4546,10470,11544,15778,19944,0,19898,30242,0,5906,15250,7162,18676,26068,19250,8186,0,0,14678,22330,0,0,0,0,0,16132,17016,21924,0,0,24242,25784,28890,0,0,0,0,32086,0,0,0,FastDT
1202,3584,2602,15502,9794,10354,21088,25234,2208,9034,12146,13066,3384,7480,4380,4574,13538,14370,15986,33994,34014,21226,0,0,12110,13246,13230,15620,25984,20208,14582,0,0,5582,6866,0,7086,7790,0,0,8272,8940,24096,0,0,26416,29478,38292,0,0,0,0,32666,36628,38226,47616,ReaverDrop
1214,3616,2482,19256,7054,10196,16404,20940,1962,5260,7662,10844,3232,6062,4226,4444,20068,23508,20974,0,0,26474,0,0,10580,11624,21074,26382,0,0,29354,0,0,8604,13192,0,0,0,0,0,9946,10548,21770,0,0,23058,24240,27734,0,0,0,0,27792,0,0,0,FastExpand
1200,3362,2488,0,14252,0,0,0,1852,7046,0,0,3026,6076,4038,12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082,6454,0,6754,7318,0,0,12138,12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1200,3362,2488,0,14252,0,0,0,1852,7046,0,0,3026,6076,4038,12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082,6454,0,6754,7318,0,0,12138,12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1214,3616,2482,19256,7054,10196,16404,20940,1962,5260,7662,10844,3232,6062,4226,4444,20068,23508,20974,0,0,26474,0,0,10580,11624,21074,26382,0,0,29354,0,0,8604,13192,0,0,0,0,0,9946,10548,21770,0,0,23058,24240,27734,0,0,0,0,27792,0,0,0,FastExpand
1202,3584,2602,15502,9794,10354,21088,25234,2208,9034,12146,13066,3384,7480,4380,4574,13538,14370,15986,33994,34014,21226,0,0,12110,13246,13230,15620,25984,20208,14582,0,0,5582,6866,0,7086,7790,0,0,8272,8940,24096,0,0,26416,29478,38292,0,0,0,0,32666,36628,38226,47616,ReaverDrop
1238,3704,2540,13442,9318,9788,18894,19016,2190,6162,13720,13952,3414,7322,4398,4546,10470,11544,15778,19944,0,19898,30242,0,5906,15250,7162,18676,26068,19250,8186,0,0,14678,22330,0,0,0,0,0,16132,17016,21924,0,0,24242,25784,28890,0,0,0,0,32086,0,0,0,FastDT
1224,3688,2702,14660,8402,11968,16596,24296,2122,5016,9814,13394,3384,11324,4458,4390,12922,14220,14700,25094,0,18826,0,0,11718,12848,16360,18654,0,18834,0,0,0,7046,10842,0,0,0,0,0,8338,9026,20138,0,0,0,0,0,22032,23304,0,25150,0,0,0,0,FastObs
1240,3155,2605,20025,7935,14495,0,0,2180,5930,9410,11950,3790,15545,4810,9430,11415,14985,0,0,0,0,0,0,5670,14645,6860,0,0,19540,7875,0,0,8250,10385,0,0,0,0,0,10115,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1360,3960,2745,34310,10335,12495,19160,38300,2190,9380,13190,16775,3445,12540,4730,5090,15245,16590,0,0,0,0,0,0,11225,12320,29885,31045,33710,31035,0,0,0,6060,7370,31960,30860,0,0,0,7690,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1300,3635,2535,38445,13000,19310,23745,33750,2005,5990,11505,20655,3120,18235,4110,4595,14580,15875,15630,20180,24505,30510,30530,0,16425,18275,27665,0,0,0,0,0,0,6920,8445,0,8645,9460,0,0,9850,10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1260,3655,2435,13540,10095,17590,23365,0,2035,8140,12035,14100,3165,5480,4195,5245,21475,0,0,0,0,0,0,0,7485,12960,8690,17770,22080,0,9810,0,0,4690,6050,7195,6545,7130,0,0,12065,13325,21540,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1215,3630,2560,11835,8225,12410,20275,24505,2000,6255,9565,11390,3270,11365,4260,5645,10905,14175,13405,21220,0,25150,0,0,13605,15180,22605,0,0,0,0,0,0,4760,10335,0,0,0,0,0,6335,6980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1195,3550,2400,18605,10235,18390,0,0,2110,5250,11025,11495,3170,12690,4160,5440,0,0,0,0,0,0,0,0,14520,15550,0,0,0,0,0,0,0,4805,8180,0,8580,9460,0,0,6140,6735,19920,0,0,23105,24145,24140,0,0,0,0,0,0,0,0,FastObs
1240,3565,2505,31200,10990,12550,16930,26780,2130,6115,9030,13830,3210,7535,4215,5300,0,0,0,0,0,0,0,0,13500,15480,38705,41750,0,40415,47545,0,0,4960,7375,0,0,0,0,0,6300,6865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1350,3845,2430,0,0,0,0,0,1995,8170,0,0,3405,6990,4455,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935,6465,0,6580,7280,0,0,11625,12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1184,2298,2982,0,0,0,0,0,1830,4286,0,0,3440,2828,4424,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1198,3144,2712,11840,8360,13976,15530,0,1930,5360,12014,13124,3760,2960,4778,5290,19888,0,0,0,0,0,0,0,9446,10588,15720,17274,21122,17040,23676,0,0,6216,7792,0,7820,8426,0,0,8746,9296,16490,0,0,0,0,0,17976,19358,21406,0,0,0,0,0,ReaverDrop
1258,3606,2366,10302,9498,0,0,0,1966,5836,0,0,3202,8924,4194,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310,7600,0,7858,8536,0,0,9172,9792,10282,0,0,11988,13090,0,0,0,0,0,13678,0,0,0,ReaverDrop
1255,3490,2350,13610,6505,9510,15455,25285,1980,5395,9710,9835,2975,10395,3970,4400,13520,15210,15250,0,0,22940,0,0,10075,12705,18115,22705,25775,22765,19645,0,0,7340,0,0,0,0,0,0,8725,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1195,3115,2480,12730,8070,11800,19270,23165,1940,4470,11770,12190,3665,2995,5225,5540,15720,16815,18965,16760,23255,23230,29115,29125,10670,12165,23290,25115,27665,25185,25095,0,0,6955,8585,32695,8980,9795,0,0,8550,9285,33265,0,0,34765,42415,42400,34860,37395,39410,43365,16725,23335,45980,0,FastObs
